ID,Type,time_mean,time_var,time_std,time_mode,time_max,time_min,time_over_zero,time_range,fft_dc,fft_shape_mean,fft_shape_var,fft_shape_std,fft_shape_skew,fft_shape_kurt,fft_mean,fft_var,fft_std,fft_skew,fft_kurt,target
20289,M,40.950401760015865,148.4954844242471,12.1858723292281,24.805842710942475,74.14491561395236,4.598910958061702,55969,69.54600465589066,2291953.0361063485,3018.7730853756043,36928669.59536789,6076.896378528097,537371161634.4027,,268.20556120151446,8239358.042818907,2870.4281985130556,54.19053265680402,4137.223581719811,walk
20289,G,1.597158700787038,1.0052928471352955,1.0026429310254452,1.7320508075688774e-06,28.230757194311344,0.0,55965,28.230757194311344,89389.7781656487,7908.757371348494,43258744.03363063,6577.1379819516205,293230320379.9119,,123.60743788294042,40985.50619026276,202.4487742374914,13.22343595016225,407.67937902415974,walk
20289,A,11.159284623434566,19.065988947133654,4.3664618339261425,0.0,27.053496166515504,0.0,55965,27.053496166515504,624562.841804385,7575.7754926362,32004247.92304361,5657.229703931387,236062310671.60596,,462.37140658035014,853297.9788747339,923.7412943431369,10.58623729996005,219.93044478297924,walk
20504,G,1.121328962326296,0.545911341817023,0.7388581337557455,0.19805807229194172,11.970234307063542,0.028982753492378877,9100,11.941251553571163,10204.093557169299,1432.3496330254218,1461561.9046726464,1208.950745345999,1411431395.6925654,,46.278420476116445,2826.1011557396314,53.16108685626764,4.257295184432471,28.06384703546819,walk
20504,A,9.749562295303027,8.998742470136149,2.9997904043676367,7.195888801702121,22.36624453260444,2.2618801161549213,5816,20.10436441644952,56703.45430948252,981.8906607502698,539645.7746385357,734.6058634659375,376024923.15204644,,100.70657028091074,42194.92599450447,205.41403553434333,10.357926790164663,139.1186735953059,walk
20504,M,82.19920434398175,2115.9351055236734,45.999294619849046,27.327155678921287,172.44212117765775,7.948319397834991,5531,164.49380177982277,454643.7992265629,359.4609859663503,399427.7814835442,632.0029916729384,540500460.3094419,,444.5339416571582,11507742.961100122,3392.3064367919537,36.34727976497245,1602.7425440267555,walk
20262,M,45.16103662924746,42.975843307934575,6.555596335035782,35.75540884957442,66.6931673606836,21.77841812437671,33898,44.91474923630689,1530868.8196582063,1717.603403256979,13015097.171817467,3607.6442690234117,117580184550.12898,,142.03491486794394,1436621.2217795039,1198.5913489507188,29.191770081713734,1289.5484712128239,walk
20262,A,10.177548970505033,12.245968235322646,3.4994239862186816,1.171299792348654,21.013435737168354,1.171299792348654,33898,19.8421359448197,344998.5550021806,4125.485926956214,10919256.70243546,3304.429860420018,55728012481.46309,,190.1916911320218,378940.9942099471,615.5818338855909,19.115134450182506,525.3225314791799,walk
20262,G,0.820805580894958,0.24548615218538455,0.49546559132333756,0.021818000045833716,5.6294081401812575,0.021818000045833716,33898,5.607590140135423,27823.667581177288,5500.769943912208,17485231.384147737,4181.53457287486,58566779894.998474,,56.08319787392784,5176.164689559912,71.94556754630484,6.75940328050101,84.78096320977004,walk
20276,A,10.663208209518288,21.779440905994363,4.666844855573663,0.5528725468125543,27.4897105219471,0.5528725468125543,45804,26.936837975134544,488417.58882876794,3990.9431200591594,14171315.02683554,3764.4807114442146,124538906129.71028,,315.338848375191,898146.9334119715,947.7061429641424,12.363522409420142,218.05380204321335,walk
20276,M,40.544264591587634,68.55260955981711,8.279650328354279,11.525621753294223,147.02111581402204,10.623558217475018,45800,136.39755759654702,1856927.3182946867,3575.7578410799997,31658971.297079872,5626.630545635627,331366515575.0117,,399.29499807978124,2980273.4129224974,1726.346840273558,24.198575650064324,973.338906883188,walk
20276,G,2.5861935945904784,1.6703069678354188,1.2924035622960108,1.7320508075688774e-06,10.127155593262355,1.7320508075688774e-06,45798,10.127153861211548,118442.49424505416,4277.664849494461,17381042.989581395,4169.057805977436,122087072499.52528,,138.92343440345505,57196.99990216572,239.1589427601772,5.581403314839399,73.94593359197276,walk
20510,G,1.3178333326668608,1.1944310214098446,1.092900279718989,0.012206555615733703,11.867287895724111,0.0029999999999999996,12795,11.864287895724111,16861.677491472532,1989.9499491890383,2946385.477770092,1716.5038531183354,4212176887.9116073,,68.01267820315884,10658.215046952562,103.23863156276609,22.46162850911926,941.1155938611,walk
20510,A,10.516254471347784,10.762387931351274,3.280607860039245,9.837455502593238,29.003336433930684,1.445233245134501,8187,27.558103188796185,86096.57535692435,1627.603519920058,1108195.5385896661,1052.7086674810207,626188706.6324786,,216.86354547722286,41092.63633968403,202.71318738474818,3.479413276592798,22.187042070154664,walk
20510,M,38.10468074982198,66.08412640740718,8.129214378241429,32.01397399964584,78.33693752789931,16.896398469792313,7773,61.44053905810699,296187.6834683673,426.4143838655891,587740.6979963909,766.6424838191468,1157503303.4674695,,128.4106489418174,497248.71243237297,705.1586434500913,17.400179904657154,382.12387011711434,walk
20538,G,2.135312447270052,0.8302362193828129,0.9111729909203921,0.7968123995019154,6.548739802435275,0.12294714311442946,6938,6.425792659320845,14814.797759159646,1148.2706593204075,909198.1689416048,953.5188351268184,640751076.245852,,42.5953779353538,3945.830436200694,62.81584542295593,10.047622268858339,164.833156159665,walk
20538,A,10.831593980547922,15.426510234479768,3.927659638318953,7.38717734395723,29.37094100090724,2.8085007491188247,4546,26.562440251788416,49240.42623557067,978.4235022559926,378689.5293520681,615.3775502503062,77425736.80374338,,187.5391741501223,34958.78077116559,186.97267386215984,5.471839483971977,48.93585099878132,walk
20538,M,42.619235354172915,85.62582458735801,9.253422317572996,26.023276840167537,64.96351139293503,18.590677267114287,4277,46.372834125820745,182282.469609798,208.5695004370788,156795.2343385327,395.97377986242054,175542211.09524494,,123.39140411732022,351081.8589994209,592.5216105758683,11.27647325627368,151.63051977903393,walk
20029,A,9.424296543874854,1.5888485996426145,1.2604953786676945,5.789915405966999,14.426258294643972,5.789915405966999,18056,8.636342888676973,170165.09839620508,2115.2976635630394,3702977.5164029426,1924.312219054627,11407769421.230686,,68.09890822484759,24050.822567607796,155.08327623444055,10.195795666853124,157.48147542583197,walk
20029,M,41.003835350212654,233.95814466309116,15.29569039511101,13.13848299462754,88.49033678769759,1.920930711934712,18055,86.56940607576287,740324.2472480877,608.5742994093122,2529791.8309998834,1590.5319333480493,13903531985.514769,,278.576101706079,4146743.628553813,2036.3554769621664,12.886271263746321,193.070078499068,walk
20029,G,0.48786207738148607,0.0921672728603586,0.3035906336835157,1.7320508075688774e-06,3.4438115571492873,1.7320508075688774e-06,18054,3.4438098250984797,8807.861945045355,2393.481498777406,5433566.886312606,2331.0012626149746,12766954324.991844,,22.485113752287063,1158.4076440331141,34.03538811344913,6.264237827733678,67.18554784573878,walk
20015,A,11.143526708590423,17.567192092032748,4.191323429661895,1.8561745750987433,23.930284303744617,1.8561745750987433,18207,22.074109728645873,202890.19078330454,3027.818352950868,4522019.566325961,2126.5040715517007,8078279661.427011,,327.8692556853251,212365.18575299755,460.83097308340456,7.071950659878517,88.71101972486731,walk
20015,M,69.06541536627992,612.8881395634022,24.75657770297426,27.80304424339565,154.38402480373463,1.3076586711432003,18206,153.07636613259143,1257404.9521585028,775.6959179559874,3037437.1926450515,1742.824487045397,17311843012.178703,,583.0928907829917,10818244.24650263,3289.109947463391,14.898157614980937,297.68032235095797,walk
20015,G,2.1796124467726217,1.2313535317370616,1.1096637020904403,0.03306100003024712,13.70850652320106,0.03306100003024712,18205,13.675445523170811,39679.8445934958,3578.346454835649,5911098.367534599,2431.275049749534,6628183298.129883,,108.49308348629759,10647.273302082041,103.18562546247438,4.322019525738142,35.44432481683297,walk
20114,G,0.23605773663548632,0.16053650651422885,0.40067007189735154,1.7320508075688774e-06,5.149434310023383,0.0,5322,5.149434310023383,1260.784371370131,1050.78382583391,676072.2022468939,822.2360988468542,186668824.84907278,,18.47575138244972,516.2326587159401,22.720753920500528,14.495609044225274,294.20534021169306,walk
20114,A,10.000718401572053,1.933668383124129,1.3905640521472318,0.0,23.072917392305186,0.0,5302,23.072917392305186,53213.82261476492,1371.2906373478459,593651.125294002,770.4875893186094,-48351353.681359544,,89.84027142946042,2219.7091279389365,47.113789148602095,0.6429719251338806,0.1587714779183002,walk
20114,M,67.04668416176303,4354.3063490210825,65.98716806335216,74.91654175681221,734.5202368619947,0.0,4832,734.5202368619947,324036.62455380074,470.9041516061405,411553.06884235085,641.5240204718377,396371377.696475,,1628.9774468468138,18395150.269971944,4288.95678107998,6.484111260494888,47.97992806940861,walk
20100,A,10.447678952910394,3.7370351476187813,1.9331412642688017,1.3462235196615753,24.66843390005148,1.3462235196615753,49752,23.322210380389905,519792.9232652012,6740.802066755734,32663592.06602011,5715.207088638181,231517485591.62875,,185.0508003244236,151681.17586284323,389.4626758276629,12.467151783190868,237.08877096147214,walk
20100,M,34.84164261096476,207.01710980101123,14.388089164340455,14.440561124836977,82.53871138320523,3.9344521347054155,49751,78.60425924849982,1733406.561538102,1912.8189930430133,21128856.17764612,4596.61355539555,310374485453.6764,,354.72969416443465,10173682.095058968,3189.6209955195254,48.74924226968347,4281.145440535638,walk
20100,G,1.1672456559993503,0.6596236097017731,0.8121721552120419,1.7320508075688774e-06,18.536833620571638,1.7320508075688774e-06,49750,18.53683188852083,58070.471385967445,6349.69411280968,34089935.378157675,5838.658696837629,252004278530.5287,,99.11140124710904,22993.205418774658,151.63510615545022,5.412961859198578,50.90339484758891,walk
